Text,positive,negative,Lab,Label,Sentiment,Pred
a čo ho tak krúti? to ten HARAKTER mu  cez riť už aj vylieza? 😅,0.5,0.5,1.0,Neutral,0.18,Negative
Kúrenie s úsporou jednoznacne🖒🏠,0.5143,0.4857,3.0,Neutral,0.565,Negative
Chcem vyhrať 🤗piatok 13 je ako každý iný deň,0.5149,0.4851,3.0,Neutral,0.0,Positive
"Už len do konca septembra vám pri kúpe dvoch mexických hotdogov pribalíme vitamínovú vodu VIVA. 🌭 + 🌭  Zastavte sa aj so svojou polovičkou, veď spolu vždy chutí lepšie. 💏",0.5017,0.4983,3.0,Neutral,0.395,Negative
"Zeleniny nikdy nie je dosť 🥔🥕🥒, však 😁? \nTak šup s ňou do panvičky a pochúťka je na svete 😋.\n\nCelý recept nájdete aj tu:\nhttps://www.receptykulinarium.sk/videorecept-tekvica-hokkaido-v-zeleninovej-panvicke/",0.0936,0.9064,2.0,Negative,1.084,Positive
Neviem si predstaviť Vianoce bez rozprávok 😉,0.5,0.5,1.0,Neutral,0.464,Positive
"📢 Ako môžete ovplyvniť dianie v 🇪🇺️Európskej únii? Odpoveď je jednoduchá, zapojte sa do európskej iniciatívy občanov! 💪 \n\nPridajte sa k nám vo štvrtok 13. decembra vo Viedni a zistite, ako prevziať iniciatívu a viesť úspešnú kampaň v záujme európskej iniciatívy občanov. Zaregistrujte sa ešte dnes tu ➡ https://europa.eu/!CK39pM\n\nViac informácií o európskej iniciatíve občanov nájdete na \n➡️ http://bit.ly/EUTakeTheInitiative_SK\n\n#EUTakeTheInitiative",0.2311,0.7689,2.0,Negative,2.252,Positive
Veď dnes vysielajú bez zvuku 😂😂😂 nečudujte sa,0.5106,0.4894,3.0,Neutral,0.663,Negative
Šalina bude nadzemka a zaroven auto a motorka 😎,0.418,0.5820000000000001,2.0,Negative,0.493,Positive
Prave takych silnych slovan potrebuje na vyhru 💪🏼💪🏼💪🏼💪🏼,0.5374,0.4626,3.0,Neutral,2.224,Positive
priam desivé toto!!! za mojich čias v TB sme sa vedeli ešte usmievať ☹️,0.4596,0.5404,2.0,Neutral,-0.6,Negative
Nepotřebujete snad být kojení i v dospělosti ne? 😉,0.4745,0.5255,2.0,Neutral,0.464,Positive
"Môžeš priniesť sestra 😍, som doma, idem až do nočnej 😢",0.7586,0.2414,3.0,Positive,0.685,Negative
Zdieľam....Lego City....policajnu stanicu😉,0.4497,0.5503,2.0,Negative,0.464,Neutral
Avokádo 🥑 a inak všetko v Lidli!🥖🥦🍤🍦🍩🍾🥛...,0.4733,0.5267,2.0,Neutral,0.924,Negative
"Bola to historická noc!✌️\n\nVčera sme spolu s vami dokázali fantastickú vec. Vyhrali sme voľby, porazili sme Smer a dali nádej všetkým ľuďom, že Slovensko sa môže znova nadýchnuť.🇸🇰💚\n\nVychutnajte si ešte raz sobotnú noc, kde sme to všetko spoločne oslávili🎉",0.3679,0.6321,2.0,Negative,1.926,Positive
Ma Hu pekne si ich nabonzoval💪💪💪,0.373,0.627,2.0,Negative,1.6680000000000001,Positive
Balicek by urobil radost mojej malej Natalke 💛,0.4767,0.5233,2.0,Neutral,0.713,Positive
Na Vylet do Maďarska do podmorskeho sveta🐟🐠🐋🐳 a k Dedkovi Babke ❤na chatu 🏡,0.4748,0.5252,2.0,Neutral,2.058,Negative
Nepisem preto ze som matka ale nieco na tom bude 😄,0.5171,0.4829,3.0,Neutral,0.422,Negative
"Moj syn by sa na nej previezol do śkoly,aby bol prvý. ☺️🛴🚸",0.5975,0.4025,3.0,Positive,0.0,Negative
"Dobrý deň Denisa, ďakujeme za upozornenie 🙈",0.4027,0.5973,2.0,Negative,0.433,Positive
Radio a hudba vo vypinaci👍👍👍💟,0.5236,0.4764,3.0,Neutral,2.2800000000000002,Positive
No salamy talianskeho typu su u nas drahsie ako v zurichu 😂,0.5017,0.4983,3.0,Neutral,0.221,Negative
Pre moju mesačnu dcèrku  Bianku 😉,0.42100000000000004,0.579,2.0,Negative,0.464,Neutral
Doma s  manželom.Dopoludnie s varením a popoludnie s čítaním.🍲🍗📖🤩,0.63,0.37,3.0,Positive,0.383,Negative
Radio a hudba vo vypinaci potesi. Dakujem. 😉,0.5076,0.4924,3.0,Neutral,0.464,Positive
"Jednoznacne odpoved "" C "" 😍😍",0.501,0.499,3.0,Neutral,1.356,Positive
Napise niekto pre nepredplatitelov o aky sa film sa jedna?🙏🏽,0.4573,0.5427,2.0,Neutral,0.418,Negative
Nakoniec si za to moze sam? 😵,0.4884,0.5116,2.0,Neutral,0.087,Negative
Ten fesny muz uz je stastne zenaty😉,0.3812,0.6188,2.0,Negative,0.464,Neutral
Vlnky ... boli to skvele keksiky... skoda ze sa prestali vyrabat 😞,0.5926,0.4074,3.0,Positive,-0.118,Negative
"Fakt skvely,kdyz hodinky Samsung Gear Fit 2 nejsou kompatibilni s mobilem Samsung (grand prime). Ale ze Sony sparovat jdou. Hlavne ze dulezity bylo si pohlidat mit minimalne android verze 4.4. To bych netusila,ze si to musim hlidat i pri vyssi verzi androida. Chystate se prosim pro nejakou aktualizaci. Tak drahe hodinky a bez kompatibility funguji na 30% 😕",0.6931,0.3069,3.0,Positive,-0.4,Negative
Letak tento tyzden by som nazvala Niet co zjest 😆,0.3199,0.6801,2.0,Negative,0.412,Positive
Frantisek Frano Filipek  budú mať šijací stroj 😘,0.5079,0.4921,3.0,Neutral,0.702,Negative
"Najviac by má potešilo , keby vidím na tvári mojej maminky vždy len úsmev 😍",0.5494,0.4506,3.0,Neutral,0.678,Positive
Este by ste mohli mat v ponuke bezlaktozove maslo a bolo by to dokonale 😉,0.4343,0.5657,2.0,Negative,0.464,Positive
"leto trávim s mamkou,tatkom,bratom,3-mi bratrancami, 2-mi tetami a ujom 😃",0.4989,0.5011,2.0,Neutral,0.558,Positive
Stanislav Ivanko  sorry... ty jedno sarkasticke hovado 😀😂🤣🙃😉,0.5992,0.4008,3.0,Positive,1.257,Neutral
Ja by som rada pre Lauru. A snom je ísť na vyhliadku do stromov 😉,0.6376,0.3624,3.0,Positive,0.464,Negative
Zuzana Greguskova Baxová súhlas 🙈,0.4996,0.5004,2.0,Neutral,0.433,Negative
"U nás určite slovenské paradajky, ale aj iná zelenina 🙂",0.2518,0.7482,2.0,Negative,0.0,Positive
Asi spoločne z rodinkou na lyžovačke 🙂,0.4924,0.5076,3.0,Neutral,0.0,Negative
"Odmeňte sa za starostlivosť o vaše auto! Pripravili sme pre vás atraktívnu ponuku odmien, ktorými sa môžete potešiť za to, že sa o svoje auto vzorne staráte a pravidelne ho umývate. Vyberte si podľa vašej chuti, zaslúžite si to! 🙂",0.5766,0.4234,3.0,Positive,0.0,Negative
Prvý hotdog a potom burger 😁😁😁,0.4602,0.5398,2.0,Neutral,1.35,Negative
"Vianoce sa na vás valia zo všetkých strán. Nekonečné reklamy, darčeky, listy Ježiškovi, čistenie čižiem, vypekanie koláčikov. To všetko už na vás čaká v decembri. Posledný novembrový víkend je ideálny čas na chvíle vo dvojici s výletom do prírody. Čo poviete? :)\n\nNaša súťaž 'Chutná kuchyňa' je takmer na konci. Ak sa chcete zapojiť a vyhrať novú kuchyňu alebo šikovných pomocníkov, nestrácajte čas! 👨‍🍳\n\nsutaz.lunter.com\n\n#chutnakuchyna",0.9677,0.0323,3.0,Positive,0.601,Negative
Zajko ako keby z oka vypadol tomu nasmu :3 😍,0.6094,0.3906,3.0,Positive,0.678,Negative
Bystrica ani jedna predajna 👍,0.4016,0.5984,2.0,Negative,0.522,Positive
Výhru doprajem našej Miške Michaela Madzik a jej 11 dňovej dcérke Olivii 😉💖,0.4974,0.5026,2.0,Neutral,1.177,Positive
Momentalne som sa konecne stihla naobedovat alebo uz aj navecerat  🙂🙂🙂🙂🙂🙂,0.5785,0.4215,3.0,Positive,0.0,Negative
Chce trošku zvyšiť harakter svojej strany? 😂,0.4866,0.5134,2.0,Neutral,0.221,Negative
vsetci vecne nespokojni... uhundrani... 🤔🗣,0.4963,0.5037,2.0,Neutral,0.0,Negative
S bublinkami Hubert doma pri papucovej kulture 🥂,0.4867,0.5133,2.0,Neutral,0.0,Positive
Iba fen a velku okruhlu kefu 😉,0.3373,0.6627,2.0,Negative,0.464,Neutral
Tofu granadír s kyslou uhorkou 😋,0.4351,0.5649,2.0,Negative,0.634,Positive
"Len ci ho najdu.  Legenda tvrdi, ze sa stratil na strazi niekde na Krivani. 😣",0.524,0.47600000000000003,3.0,Neutral,-0.214,Negative
Nie ale uz ho dlho nemaju.😀,0.4347,0.5653,2.0,Negative,0.572,Positive
LEGO CITY Policajna stanica 👌,0.547,0.45299999999999996,3.0,Neutral,0.564,Negative
238 víťazstiev\n\nĎakujem za súťaž 🤗,0.4854,0.5146,2.0,Neutral,0.0,Negative
��🎥🇸🇰 SLEDUJTE S NAMI: Ustanovujúca schôdza NR SR,0.4445,0.5555,2.0,Negative,0.8300000000000001,Positive
"Uz som podla nej aj Pavlovej tortu robila,tesim sa na tuto 👌",0.7671,0.2329,3.0,Positive,0.564,Negative
Koukou Roukou 😃 Zabudla som ako chutí. Rada by som si pripomenula 😋,0.4046,0.5954,2.0,Negative,1.1920000000000002,Positive
"Život doma nás baví. Zistili sme napríklad, že keď pri dverách zazvoní nečakaná návšteva, 82 % Slovákov začne rýchlo upratovať všetok viditeľný neporiadok. 💨 Bez ohľadu na to, či ide o kamarátov alebo rodinu, Slováci chcú mať vždy perfektne upratané. 🙋 Viac informácií o Slovákoch a neporiadku sa dozviete na http://bit.ly/PrieskumUpratovanie. Tiež to u vás tak funguje?",0.8988,0.1012,3.0,Positive,0.883,Negative
"K otázke bývania sa v živote dostane každý z nás. 🏡 Niekedy sú odpovede jasné, inokedy s nimi potrebujeme poradiť. \n\nNa zopár z nich vám teraz pomôže odpovedať naša guľa. 😉",0.3117,0.6883,2.0,Negative,0.9359999999999999,Positive
"Bol moslim , tak sme tentoraz píše pravdu 😄",0.3439,0.6561,2.0,Negative,0.422,Positive
"Hopsááá, jdeme ven! 🤸‍♀🤸‍♂🌳 Skákací balón je super hračka na zahradu nebo dvorek, ale spoustu legrace s ním vaši malí neposedové zažijí i doma. 🙃 Tak se pro něj stavte. 🤩\n\n➡ SKÁKACÍ BALÓN, s potiskem: Minnie Mouse nebo Cars – 159 Kč\n\nVýše uvedený produkt je z aktuální nabídky, která je dostupná do vyčerpání zásob.",0.8921,0.1079,3.0,Positive,0.531,Negative
Pobrežná stráž pre syna. ☃️❄️,0.311,0.6890000000000001,2.0,Negative,0.5,Neutral
Zuzana Slovanistka Bartíková  ten bol dobrý 😂🤣🤣👍,0.7161,0.2839,3.0,Positive,0.743,Negative
“julius kaiser” chap - julius caesar 😂,0.469,0.531,2.0,Neutral,0.221,Negative
SLEDUJTE NAŽIVO 🎥 #ASKJUNCKER 🔊 \nPredsedu Komisie Jean-Claude Junckera práve spovedajú 3 youtuberi ➡️ 🇧🇪️ Abdel en vrai 🇩🇪️ Diana zur Löwen 🇨🇿️ Kovy - Gameballcz,0.4573,0.5427,2.0,Neutral,1.998,Positive
Wau 😍 Jednoznačne s Andrej Zahorak 😂😁😉,0.4806,0.5194,2.0,Neutral,1.813,Positive
Balicek B pre mojho velkeho chlapa a potom zdedi maly chlap 😁,0.4751,0.5249,2.0,Neutral,0.45,Negative
"Tak z najhoršieho je vonku, ale ešte stále nemáme vyhraté. Ale bojujeme ďalej 😊",0.5,0.5,1.0,Neutral,0.645,Positive
Jakub Stankay  rad pomôžem 🙂,0.5309,0.4691,3.0,Neutral,0.0,Negative
"Odhadoval som to na viac primitivov,cize pozitivum 😃",0.5499,0.4501,3.0,Neutral,0.558,Positive
Ale Rakúske platy by sme chceli všetci 😉,0.6514,0.3486,3.0,Positive,0.464,Neutral
Prvykrat by som sa previezla ku mamine na navstevu a spat💛💚💙,0.47200000000000003,0.528,2.0,Neutral,2.104,Positive
ďalší zaplatený hranolov smerácky prieskum 😁,0.4855,0.5145,2.0,Neutral,0.45,Negative
"Vladimír Rajci aký si starý, taký si sprostý 💩💩💩",0.5757,0.4243,3.0,Positive,-0.354,Negative
"2 roky,velkost 5.najradsej ma ovocne tycinky,vsetky druhy+vyzivy👌",0.4638,0.5362,2.0,Neutral,0.564,Positive
"👱‍♀️Žehličku, oleje každého druhu 🤩, lak na vlasy, gumičku 😊💆‍♀️",0.4019,0.5981,2.0,Negative,1.016,Positive
Vianoce bez Lidl výrobkov 😉,0.5317,0.4683,3.0,Neutral,0.464,Positive
Len tak by som ju vyskúšala. 😁,0.5099,0.4901,3.0,Neutral,0.45,Negative
"Makove šúľance, panenka na smotanovej omáčke 😉",0.439,0.561,2.0,Negative,0.464,Positive
Peter Probala Ja kráčam po správnej ceste o to sa ty neboj 😀,0.4982,0.5018,2.0,Neutral,0.572,Positive
Chodime na vylet vsade tam kde su najma zvieratka🙂❤,0.4531,0.5469,2.0,Neutral,0.0,Positive
Božena Klinovská 👉 Súmračná,0.5,0.5,1.0,Neutral,0.394,Negative
Jasne ze to ma zmysel... Držím päste...🍀,0.507,0.493,3.0,Neutral,0.288,Negative
"Mozno nabuduce, pred volbami na mitingoch? 🤔",0.5443,0.4557,3.0,Neutral,0.0,Negative
Jahoda a ananas 🙂 ale zele zboznujem bez ohladu na prichut 🙂,0.7786,0.2214,3.0,Positive,0.0,Negative
Aj ja sa pripajam... pre tohto muza za to co robi pre svoju rodinku 💟,0.6465,0.3535,3.0,Positive,0.714,Negative
"Olej na ochranu vlasov pred teplým vzduchom, fén😊",0.4558,0.5442,2.0,Neutral,0.645,Positive
Dva dni dozadu som to videla v telke ako to tá cukrárka robila...mňam👍😁,0.5359,0.4641,3.0,Neutral,0.972,Positive
Anton Markus sak zisk ide rovnakemu rakusanovi 😃,0.489,0.511,2.0,Neutral,0.558,Negative
Karol Varga dnes sú akosi ticho....🤣🤣🤣,0.4277,0.5723,2.0,Negative,0.0,Neutral
Ivan Tarabcik : no to teda vôbec nie je...👍,0.2385,0.7615,2.0,Negative,0.522,Positive
V Taliansku na kúpalisku už dnes poobede a večer nákup v IT v lidli ❤️👌👍,0.8225,0.1775,3.0,Positive,1.0859999999999999,Negative
"Juhúú, je tu de luxe týždeň!✨👉http://bit.ly/2p9obhW",0.3769,0.6231,2.0,Negative,0.747,Positive
Skóre uzdravenie\nBoh mu ponahaj Amen 🙏💋,0.3847,0.6153,2.0,Negative,1.111,Neutral
Veľký Meder aquapark s mojím krsniatkom Vaneskou a dcérkou Simonkou 😘,0.4842,0.5158,2.0,Neutral,0.702,Positive
"Aj ten náš už stojí asi týždeň, aby sme si ho stihli užiť 😍😍😍",0.5362,0.4638,3.0,Neutral,2.0340000000000003,Positive
Najblizsie pojdeme do Bojnic-dufam😉,0.3123,0.6877,2.0,Negative,0.464,Neutral
Môj syn by sa potesil technic 👏,0.4905,0.5095,3.0,Neutral,0.521,Positive
�� prvu sviecku zapalime po obede a budeme relaxovat 💖,0.4415,0.5585,2.0,Negative,0.713,Positive
Juraj Bobrik aspoň niesi sám 👌🏻,0.5748,0.4252,3.0,Positive,0.564,Negative
Dnešná zostava proti Lokomotiv Jaroslavľ. Zápas začína o 17:30 ! 🦅💪🏒,0.55,0.45,3.0,Neutral,0.556,Negative
"Surového bude škoda, hrá výborne 😢",0.573,0.4270000000000001,3.0,Positive,0.007,Negative
Natália Vršková ..Emma taha v tomto priipade za kratsii koniec..😃😃,0.4593,0.5407,2.0,Neutral,1.116,Positive
Z každého rožka troska 🙂 ❤️,0.3578,0.6422,2.0,Negative,0.0,Positive
"Martin Valach a Boris sa len usmieva a rozmýšľa, s kým sa zas vysuka 😄",0.4524,0.5476,2.0,Neutral,0.422,Negative
"Saguaro,esmara,crivit,cien,pilos 😃",0.5409,0.4591,3.0,Neutral,0.558,Positive
00:41 prosim prosim pekne prosim 🙏🏻⏰,0.495,0.505,2.0,Neutral,0.956,Negative
"Ešte neprestavene, ide sa na to.😉",0.4905,0.5095,2.0,Neutral,0.464,Negative
Toto su take super veci 🤣🤣 Uz budete sledovany na beton 🤣,0.8614,0.1386,3.0,Positive,0.0,Negative
Patrik Halas viac prstov som 🏠 nenala,0.4875,0.5125,2.0,Neutral,0.565,Negative
Sprosti kotlebovci... eto vsjo... opica ma viac rozumu.... 👍,0.5385,0.4615,3.0,Neutral,0.522,Negative
Samsung by som brala🎴ale iba s humorom♦️,0.5573,0.4427,3.0,Positive,0.0,Negative
"V pohodlných a rozkošných dupačkách zo stopercentnej bavlny môže vaše dieťatko krásne spinkať aj veselo šantiť. 😴🤩 Čo na ne hovoríte? \n\n➡️ DUPAČKY PRE DIEVČATKÁ, 100% bavlna, s potlačou, v bielej farbe, 56 – 86 cm – 3,99 €\n\n➡️ DUPAČKY PRE CHLAPČEKOV, 100% bavlna, s potlačou, v bielej alebo svetlo modrej farbe, 56 – 86 cm – 3,99 €\n\nVyššie uvedené produkty sú z aktuálnej ponuky, ktorá je dostupná do vyčerpania zásob.",0.8584,0.1416,3.0,Positive,-0.081,Negative
"Lupilu, crivit, parkside, esmara, pilos 💖",0.5,0.5,1.0,Neutral,0.713,Positive
Miro Šiška Gabika Šišková ❣️,0.5,0.5,1.0,Neutral,1.0,Positive
"Ste mladí a máte chuť pomáhať, tak tento oznam je pre vás! 😉🙌🏻\nUž dnes sa dozviete viac info o Európskom zbore solidarity. Ten má mladým ľuďom vo veku do 30 rokov v Európe poskytnúť možnosť pomáhať napr. mimovládnym organizáciám, miestnym orgánom alebo súkromným spoločnostiam pri zvládaní náročných situácií v celej Európskej únii, napríklad: pri obnove obcí po prírodných katastrofách, pri riešení sociálnych problémov, ako sú sociálne vylúčenie, chudoba, zdravotné a demografické výzvy, alebo pri prijímaní a integrácii utečencov.\nNa Slovensku spúšťame túto iniciatívu dnes o 14:00 v spolupráci so Slovenskou radou mládeže. #EUsolidarityCorps je súčasťou širšej iniciatívy Komisie s cieľom pomôcť a investovať do európskej mládeže. 🇪🇺👫Viac info vám prinesieme už čoskoro!😊\n#future #Slovakia #EuropeanUnion #EuropeanCommission #youth #solidarity",0.5171,0.4829,3.0,Neutral,3.1239999999999997,Positive
Lego Technic pre brata Šimonka😘,0.5173,0.4827,3.0,Neutral,0.702,Negative
Mam dotaz co mam dělat u tohodle? 😔,0.5038,0.4962,3.0,Neutral,-0.146,Negative
"K babicke, tam je vzdy dobre 💗",0.282,0.718,2.0,Negative,0.659,Positive
Viktória Včelková a ty vies? Si tepla? 😁 😁 😁,0.4747,0.5253,2.0,Neutral,1.35,Negative
Tomas Zitnansky ja to pozeravam cez Fortunu 👍,0.5826,0.4174,3.0,Positive,0.522,Negative
Je jedno kde no hlavne s rodinou.🎉🎉🎉,0.2585,0.7415,2.0,Negative,2.2199999999999998,Positive
Nase zlaticko zajko Foofa ... ako Mikulas 🤗,0.4697,0.5303,2.0,Neutral,0.0,Negative
Lego friends pre vnučky ... 🎄🎄🎄👨,0.4887,0.5113,3.0,Neutral,2.185,Positive
Diétu nasadiť a psychiatra povolať! 😉,0.4596,0.5404,2.0,Neutral,0.464,Negative
�� mám roztrhať aj vás? 🥺😢,0.4637,0.5363,2.0,Neutral,0.007,Negative
"Pecene nepecene, k jidlu to rozhodne nevypada 😫",0.5108,0.4892,3.0,Neutral,-0.146,Negative
#UkazLasku naše 4 ročné obdobia 💑❤,0.3887,0.6113,2.0,Negative,0.683,Positive
Ani bych ti nepřál je mít 😂😂😂😊,0.6564,0.3436,3.0,Positive,1.308,Negative
Božena Helcová to ako vážne si kupujete zemiakovú kašu v prášku? 😔,0.48700000000000004,0.513,2.0,Neutral,-0.146,Negative
Pre Jana Hornáčková resp. malého synátora 😉,0.6138,0.3862,3.0,Positive,0.464,Negative
Lego city pobrežná stráž pre vnúčika 😘,0.5387,0.4613,3.0,Neutral,0.702,Positive
"Jednoznačne Lego City, pre nášho 5 ročného legomajstra 😉",0.4853,0.5147,2.0,Neutral,0.464,Positive
"Isli by sme na vylet na Donovaly, mame to tam radi ❤🙂",0.2803,0.7197,2.0,Negative,0.0,Positive
"😀 😀 😀 hanba Slovenska je niekto iny, no prezident to neni",0.4823,0.5177,2.0,Neutral,1.7159999999999997,Positive
Do Budatína 🙂 ale až keď bude pekne počasie,0.6799,0.3201,3.0,Positive,0.0,Negative
..ja by som nim chcela obdarovat  mojho vnucika Damianecka 💙..,0.5061,0.4939,3.0,Neutral,0.732,Positive
aj tam ešte niečo bude keď prídem poobede? 😄,0.4709,0.5291,2.0,Neutral,0.422,Negative
Dnes debata v Bardejove aj s prekvapením 💚,0.8021,0.1979,3.0,Positive,0.659,Negative
Či kks oddnes nejem mäso 😃😃 ..WWF na nich !!,0.3667,0.6333,2.0,Negative,1.116,Positive
Kvetka Benesová daj vedieť potom😉,0.3517,0.6483,2.0,Negative,0.464,Neutral
"Jahodova, jablkovo-marhuľová, záhradná zmes.... Mňamky 😋",0.3827,0.6173,2.0,Negative,0.634,Positive
Zdielam 🖒 naša Terezka má všetky rada ❤🍓🍌🍎🍏🥕🍐🍓🍈,0.4521,0.5479,2.0,Neutral,1.991,Positive
U nás je krásne slnečno ☀️ Len keby ten vietor nefúkal 💨,0.6063,0.3937,3.0,Positive,0.391,Negative
Oceňujem f lLidl 👍Ak by sa dalo na všetky výrobky Lupillu???,0.6547,0.3453,3.0,Positive,0.522,Negative
Lukáš Hatala poslem ti do spravy🤣🤣,0.5398,0.4602,3.0,Neutral,0.0,Negative
Well done Germany!!! What an unlucky finish Slovakia 🤔,0.2778,0.7222,2.0,Negative,0.0,Positive
Hranolov poskok plní jeho myšlienku-\nja Vám ešte ukážem...👎🙈,0.4408,0.5592,2.0,Negative,0.243,Positive
Pre mňa je osobnosť moja mama..Tak prečo ste sa jej nespytali?😁,0.4688,0.5312,2.0,Neutral,0.45,Positive
Bohdan Balog 🙈 joj relevantny si velmo,0.5,0.5,1.0,Neutral,0.433,Negative
Kam ?rozmyslim si ked ju vyhram😉,0.6018,0.3982,3.0,Positive,0.464,Negative
"Pre synov Filipka 3,5r a Patrika 3,5tyz.😉",0.4989,0.5011,2.0,Neutral,0.464,Positive
O tom by rozhodla dcéra... darovala by som jej ju 😄😉,0.4679,0.5321,2.0,Neutral,0.886,Positive
Set pre chlapca . Bol by pre môjho syna ❤️🍀,0.3862,0.6138,2.0,Negative,0.288,Positive
Uzasne to tu citat😢 by ste si zasluzili 😉Vsetci 😉,0.4508,0.5492,2.0,Neutral,0.935,Negative
