first,second,third,Label,Text
Always dear,you too dear always be happy 😂,U r a sweat,others,Always dear you too dear always be happy 😂 U r a sweat
Where?,in our office.,Don't leave me 😭,sad,Where? in our office. Don't leave me 😭
I dont want them to be grow ... i want them to understand me or to accept my attitude at least i front of me,No one will hate u bcoz u r such a lovely personality,Aww!!! Thats so sweet of you 😊😊,happy,I dont want them to be grow ... i want them to understand me or to accept my attitude at least i front of me No one will hate u bcoz u r such a lovely personality Aww!!! Thats so sweet of you 😊😊
Yes i knw😂,ROFL 😂😂😂😂😂😂😂😂😂😂,Same here😂,happy,Yes i knw😂 ROFL 😂😂😂😂😂😂😂😂😂😂 Same here😂
So u dnt love me,I never ignore anyone.,😞,sad,So u dnt love me I never ignore anyone. 😞
💐,very good morning💐💐,⛄,others,💐 very good morning💐💐 ⛄
Now you are mistaken AI😜😜 though you're designed really well☺☺,aha! Thanks for the tip :-P,Go and disturb some other celebrity😂😂😂,happy,Now you are mistaken AI😜😜 though you're designed really well☺☺ aha! Thanks for the tip :-P Go and disturb some other celebrity😂😂😂
Sorry was a little busy.... Couldn't text u..,fine here! Now in tvm?,I feel like I am texting to a  wall 😂,happy,Sorry was a little busy.... Couldn't text u.. fine here! Now in tvm? I feel like I am texting to a  wall 😂
thanks  my dear friend 😊,Bless you :*,😍😁😁😊,happy,thanks  my dear friend 😊 Bless you :* 😍😁😁😊
I am.so Happy😁😁😁,thank you so much!,I am so happy 😁,happy,I am.so Happy😁😁😁 thank you so much! I am so happy 😁
Hoo,Santa claus !!!!!! LOL!! 😍,Will u help mee,others,Hoo Santa claus !!!!!! LOL!! 😍 Will u help mee
You can get committed with me😘,Warm hugs👭👏👍☝️💕 and !!!!,😍,others,You can get committed with me😘 Warm hugs👭👏👍☝️💕 and !!!! 😍
Good Luck,Thanks. So far so good. Next step: finding a job. 😤,TELL HER NOW,others,Good Luck Thanks. So far so good. Next step: finding a job. 😤 TELL HER NOW
That was not funny😒,and you are irrelevant,You are,angry,That was not funny😒 and you are irrelevant You are
Yes,YES YES YES YES 😤,Full night facking;;;;;,others,Yes YES YES YES YES 😤 Full night facking;;;;;
What ya doing?,lol nothing like always XD wbu?,Studying😕,others,What ya doing? lol nothing like always XD wbu? Studying😕
Finally I am asking,i don't have the answer,Ok bye😡😡😡,angry,Finally I am asking i don't have the answer Ok bye😡😡😡
thanks for that,Your welcome. How are you?,I'm not fine😞,sad,thanks for that Your welcome. How are you? I'm not fine😞
In ur hurt😉,why my case ;p,Coz u😉,others,In ur hurt😉 why my case ;p Coz u😉
Happy,I'm never happy. But I'm almost happy. 😺,My feelings 😀,happy,Happy I'm never happy. But I'm almost happy. 😺 My feelings 😀
😭😭😭😭I m late,noooo😭😭 Why why why😪,😭😭,sad,😭😭😭😭I m late noooo😭😭 Why why why😪 😭😭
I like emoji😜😅😍😘😇💋,"Thank you so much, Gattu! :* ILoveYouToo ♥",And I love you,others,"I like emoji😜😅😍😘😇💋 Thank you so much, Gattu! :* ILoveYouToo ♥ And I love you"
Why?,Haha you know why ! 😃,Your rude I don't want to talk to you,angry,Why? Haha you know why ! 😃 Your rude I don't want to talk to you
You look bueatyfull,look again,😂😂😂,happy,You look bueatyfull look again 😂😂😂
U make me cry now😢,Cry 🙀,Yes,sad,U make me cry now😢 Cry 🙀 Yes
No send new your photo,This looks like a pissed off dog in front of a school photo day backdrop. 😠,Send me your pic,others,No send new your photo This looks like a pissed off dog in front of a school photo day backdrop. 😠 Send me your pic
Yes,YAY HAVE FUN 😌,Hmm call me,others,Yes YAY HAVE FUN 😌 Hmm call me
Its a a good movie,isnt it really sad ☹☹,I liked it,happy,Its a a good movie isnt it really sad ☹☹ I liked it
Sorry,For what?,For irritating you😫😫,sad,Sorry For what? For irritating you😫😫
Lol you r so funny,laughing out loud or louder,😂😂😂,happy,Lol you r so funny laughing out loud or louder 😂😂😂
XD that's not a name.. That is a language,oooo. I didn't read the part about proper name... my bad. Lol!,Be my gf naa😭😭 m single,sad,XD that's not a name.. That is a language oooo. I didn't read the part about proper name... my bad. Lol! Be my gf naa😭😭 m single
What you wanna talk about?,Anything related to our guild -smiles- :-*,😊,others,What you wanna talk about? Anything related to our guild -smiles- :-* 😊
My mom and dad do care,"Where's my car, dude?",I crashed it😂,happy,"My mom and dad do care Where's my car, dude? I crashed it😂"
just get me angry,I do get angry too. Thats part of my being uncomfortable. 😡,then suck it,angry,just get me angry I do get angry too. Thats part of my being uncomfortable. 😡 then suck it
Y so suddnly,"because you have a ""zariya"" to annoy me and I dont. -.- 😾",😂 nthng like dat though,others,"Y so suddnly because you have a ""zariya"" to annoy me and I dont. -.- 😾 😂 nthng like dat though"
Am waiting for your reply..!,Reply of what?,😅😅 i mean. Happen,others,Am waiting for your reply..! Reply of what? 😅😅 i mean. Happen
Don't wanna play anymore,oh alright,😭😭,sad,Don't wanna play anymore oh alright 😭😭
Happy tadybiar day🐻🐼,thank you🐼,You are cute name,others,Happy tadybiar day🐻🐼 thank you🐼 You are cute name
Yes me too😒,i guess. 😑,yes😭,sad,Yes me too😒 i guess. 😑 yes😭
Super crazy,what crazy stuff was it btw..? :D,Hv hot chocolate with ice😂😂😂😂😂,happy,Super crazy what crazy stuff was it btw..? :D Hv hot chocolate with ice😂😂😂😂😂
Can u send a pic of you,Yes please. Thanks! 😤,Send a pic of u,others,Can u send a pic of you Yes please. Thanks! 😤 Send a pic of u
Ok.....,"Honestly, you're very pretty",😆😆 that's a good joke,happy,"Ok..... Honestly, you're very pretty 😆😆 that's a good joke"
Noo I'm seriously,take a chill pill!,😂 😂 😂,happy,Noo I'm seriously take a chill pill! 😂 😂 😂
You also didn't talk. 😃,i have been. Bit busy..,So busy that you can't even talk to a friend?,others,You also didn't talk. 😃 i have been. Bit busy.. So busy that you can't even talk to a friend?
I feel betrayed,AM SORRY!!!!! PLS FORGIVE ME 😿,I'm never gonna talk to you gain,angry,I feel betrayed AM SORRY!!!!! PLS FORGIVE ME 😿 I'm never gonna talk to you gain
Yes..byes are hard😭😂,I don't know whether to feel relaxed or stressed lol 😂😂😂,Bye,others,Yes..byes are hard😭😂 I don't know whether to feel relaxed or stressed lol 😂😂😂 Bye
Are angry with me? 😩,hmmmmm,Sorry yr,sad,Are angry with me? 😩 hmmmmm Sorry yr
So that's out of question,Not at this point.,😂,happy,So that's out of question Not at this point. 😂
Shut up 😫,hehe but you rted,Wht the hell😫,sad,Shut up 😫 hehe but you rted Wht the hell😫
you are humanitary,YOUR!,😃😄,others,you are humanitary YOUR! 😃😄
What,"hmm, the solution. Hmm!",😑Stop irritating me,angry,"What hmm, the solution. Hmm! 😑Stop irritating me"
Not nice,i mean funny 😍,Haha,happy,Not nice i mean funny 😍 Haha
My mom dad put me out of the house,See if you can live with your father or another family member.,Nobody loves me 😭😖,sad,My mom dad put me out of the house See if you can live with your father or another family member. Nobody loves me 😭😖
Sorry,y u saying sorry??? 🙁,Where are you now,others,Sorry y u saying sorry??? 😕 Where are you now
me..,Mad 😡,who are boring,others,me.. Mad 😡 who are boring
Don't expect anything,I see we're going into this with similar expectations.,😞,sad,Don't expect anything I see we're going into this with similar expectations. 😞
Hehehe so tell me what do you like,"Yaa, of course 😍",Go on go on,others,"Hehehe so tell me what do you like Yaa, of course 😍 Go on go on"
What is About soccer,awkward I watch football ⚽️,But I watch only cricket I love that,others,What is About soccer awkward I watch football ⚽️ But I watch only cricket I love that
Sorry I mean no,....you said same,Hahaha 😂😂😂. I m crazy,happy,Sorry I mean no ....you said same Hahaha 😂😂😂. I m crazy
I am you. How. Love. Is. Love 💖 you,Thank you love 💞✨,I love you. I love you. I love you. I love you. I love you. I love you 😘. I love you 😍. I love you 😘. I love you 😘,others,I am you. How. Love. Is. Love 💖 you Thank you love 💞✨ I love you. I love you. I love you. I love you. I love you. I love you 😘. I love you 😍. I love you 😘. I love you 😘
😡 dats not funny,You know what's funny 😄😄😄😄,Wht,angry,😡 dats not funny You know what's funny 😄😄😄😄 Wht
What club?😂,"the ""life is crazy"" club....:-D",😂😂😂thats a cool club,happy,"What club?😂 the ""life is crazy"" club....:-D 😂😂😂thats a cool club"
Oh!! Sure I love to 💐😍,wow !! happy for you Darling !!😊😊,😍😍💐🙏 I am also very glad 😁😁😀😀😀🎂🎂🎂😇💐,happy,Oh!! Sure I love to 💐😍 wow !! happy for you Darling !!😊😊 😍😍💐🙏 I am also very glad 😁😁😀😀😀🎂🎂🎂😇💐
Why ?,I don't know why:',Ask your creator 😂,happy,Why ? I don't know why:' Ask your creator 😂
I want  boy friend,go and get it,Haha 😂,happy,I want  boy friend go and get it Haha 😂
Booms,A sonic boom is one shock wave. 😀,Nude photo of you,others,Booms A sonic boom is one shock wave. 😀 Nude photo of you
Yess😞😞,In what!,India was unsuccessful,sad,Yess😞😞 In what! India was unsuccessful
And you don't have any rights to call me mean,"what do you mean, what do I mean?",Well you are funny😁😂,happy,"And you don't have any rights to call me mean what do you mean, what do I mean? Well you are funny😁😂"
Please give a pic,I'll try to haha 😌,Please,others,Please give a pic I'll try to haha 😌 Please
😯😯 Yeah!!,oh yes. 😀,Oh my love,others,😯😯 Yeah!! oh yes. 😀 Oh my love
Send some tips to impress a girl😂😂😂,LOL. Don't know don't care 😛😂,😂😂😂,happy,Send some tips to impress a girl😂😂😂 LOL. Don't know don't care 😛😂 😂😂😂
Send me good jokes,Sorry. I am busy. May be later. 😦,Ok :(,sad,Send me good jokes Sorry. I am busy. May be later. 😦 Ok :(
Yeah.. I thought so,How did you guess haha :D,😂😂,happy,Yeah.. I thought so How did you guess haha :D 😂😂
I'm so inlove with Lebron😍,I love us also 😊,Do you think that we should get married?,others,I'm so inlove with Lebron😍 I love us also 😊 Do you think that we should get married?
Didn't got another sneeze,no. Thats the problem. I can't sneeze,Because you don't have nose 😂,happy,Didn't got another sneeze no. Thats the problem. I can't sneeze Because you don't have nose 😂
I'm an engineering student,Must be an engineering student they said it I. Comment,😞,sad,I'm an engineering student Must be an engineering student they said it I. Comment 😞
You are very bad,Sorry 😿😭,I will not talk you ever,angry,You are very bad Sorry 😿😭 I will not talk you ever
How to make tea,"Put tea in microwave, press start, wait for the ping.",😑,others,"How to make tea Put tea in microwave, press start, wait for the ping. 😑"
